Date and Time, X-Value, Y-Value, Z-Value, Battery Level, Currently Charging?
2024/02/12 19:09:47:014,0.237,-0.1772,-9.9407,76,false
2024/02/12 19:09:47:174,0.2203,-0.1652,-9.9431,76,false
2024/02/12 19:09:47:334,0.1867,-0.1796,-9.9814,76,false
2024/02/12 19:09:47:492,0.249,-0.1413,-9.9503,76,false
2024/02/12 19:09:47:652,0.2227,-0.2203,-9.9575,76,false
2024/02/12 19:09:47:830,0.1963,-0.1939,-10.0006,76,false
2024/02/12 19:09:47:972,0.2322,-0.17,-9.9575,76,false
2024/02/12 19:09:48:132,0.2131,-0.1604,-9.9671,76,false
2024/02/12 19:09:48:291,0.2059,-0.1748,-9.9814,76,false
2024/02/12 19:09:48:450,0.2155,-0.1389,-9.9623,76,false
2024/02/12 19:09:48:610,0.1987,-0.2179,-9.9359,76,false
2024/02/12 19:09:48:771,0.2251,-0.1844,-9.9647,76,false
2024/02/12 19:09:48:930,0.2777,-0.2131,-9.9335,76,false
2024/02/12 19:09:49:089,0.1796,-0.182,-9.9264,76,false
2024/02/12 19:09:49:250,0.2442,-0.2059,-9.924,76,false
2024/02/12 19:09:49:408,0.158,-0.2251,-9.9455,76,false
2024/02/12 19:09:49:567,0.2107,-0.1652,-9.9623,76,false
2024/02/12 19:09:49:730,0.2562,-0.1413,-9.9838,76,false
2024/02/12 19:09:49:886,0.1844,-0.2083,-9.9048,76,false
2024/02/12 19:09:50:047,0.249,-0.1867,-9.9575,76,false
2024/02/12 19:09:50:208,0.2777,-0.182,-9.9335,76,false
2024/02/12 19:09:50:366,0.2586,-0.1987,-10.0078,76,false
2024/02/12 19:09:50:526,0.2251,-0.2107,-9.9575,76,false
2024/02/12 19:09:50:687,0.2035,-0.1772,-9.9479,76,false
2024/02/12 19:09:50:844,0.1867,-0.1939,-9.9479,76,false
2024/02/12 19:09:51:004,0.1891,-0.1221,-9.9407,76,false
2024/02/12 19:09:51:165,0.2083,-0.1867,-10.0269,76,false
2024/02/12 19:09:51:324,0.1796,-0.1963,-9.9503,76,false
2024/02/12 19:09:51:483,0.2466,-0.1317,-9.9264,76,false
2024/02/12 19:09:51:644,0.1987,-0.1987,-9.9671,76,false
2024/02/12 19:09:51:800,0.2155,-0.2322,-9.9216,76,false
2024/02/12 19:09:51:957,0.1748,-0.1796,-9.9551,76,false
2024/02/12 19:09:52:124,0.2035,-0.2466,-9.9551,76,false
2024/02/12 19:09:52:282,0.2394,-0.2538,-9.9216,76,false
2024/02/12 19:09:52:441,0.249,-0.1508,-9.9647,76,false
2024/02/12 19:09:52:603,0.2586,-0.2131,-9.9599,76,false
2024/02/12 19:09:52:761,0.2682,-0.1772,-9.9647,76,false
2024/02/12 19:09:52:921,0.249,-0.1628,-9.9575,76,false
2024/02/12 19:09:53:082,0.2658,-0.1915,-9.9455,76,false
2024/02/12 19:09:53:240,0.1891,-0.1484,-9.9503,76,false
2024/02/12 19:09:53:399,0.2251,-0.1963,-9.9527,76,false
2024/02/12 19:09:53:560,0.182,-0.182,-9.9431,76,false
2024/02/12 19:09:53:716,0.1604,-0.1748,-9.912,75,false
2024/02/12 19:09:53:873,0.158,-0.1772,-9.9144,75,false
2024/02/12 19:09:54:038,0.1844,-0.1796,-9.9623,75,false
2024/02/12 19:09:54:199,0.2155,-0.1844,-9.9503,75,false
2024/02/12 19:09:54:358,0.2394,-0.1556,-9.9168,75,false
2024/02/12 19:09:54:520,0.1676,-0.1844,-9.9719,75,false
2024/02/12 19:09:54:678,0.1676,-0.2418,-9.9575,75,false
2024/02/12 19:09:54:838,0.1939,-0.1772,-9.9383,75,false
2024/02/12 19:09:54:998,0.2562,-0.1652,-9.9958,75,false
2024/02/12 19:09:55:158,0.2251,-0.1748,-9.9719,75,false
2024/02/12 19:09:55:318,0.2514,-0.1221,-9.9335,75,false
2024/02/12 19:09:55:478,0.1844,-0.1053,-9.991,75,false
2024/02/12 19:09:55:638,0.2083,-0.1221,-9.9814,75,false
2024/02/12 19:09:55:796,0.1867,-0.1724,-9.9311,75,false
2024/02/12 19:09:55:958,0.2801,-0.1844,-9.9575,75,false
2024/02/12 19:09:56:117,0.2227,-0.2538,-9.8952,75,false
2024/02/12 19:09:56:276,0.1844,-0.1867,-9.9814,75,false
2024/02/12 19:09:56:437,0.2179,-0.1748,-9.9575,75,false
2024/02/12 19:09:56:594,0.2777,-0.1748,-9.9958,75,false
2024/02/12 19:09:56:755,0.237,-0.1484,-9.9311,75,false
2024/02/12 19:09:56:916,0.2442,-0.17,-9.9144,75,false
2024/02/12 19:09:57:075,0.2753,-0.1676,-9.9431,75,false
2024/02/12 19:09:57:234,0.2155,-0.2035,-9.9599,75,false
2024/02/12 19:09:57:396,0.2203,-0.1676,-9.9216,75,false
2024/02/12 19:09:57:554,0.1963,-0.158,-9.9623,75,false
2024/02/12 19:09:57:715,0.261,-0.2179,-9.9719,75,false
2024/02/12 19:09:57:874,0.1844,-0.2346,-9.9479,75,false
2024/02/12 19:09:58:033,0.2131,-0.1556,-9.9814,75,false
2024/02/12 19:09:58:192,0.1413,-0.1939,-9.9551,75,false
2024/02/12 19:09:58:354,0.2346,-0.1293,-9.9024,75,false
2024/02/12 19:09:58:513,0.2059,-0.1508,-9.9599,75,false
2024/02/12 19:09:58:672,0.182,-0.2466,-9.9862,75,false
2024/02/12 19:09:58:834,0.1748,-0.1532,-9.9958,75,false
2024/02/12 19:09:58:992,0.2131,-0.1915,-9.9407,75,false
2024/02/12 19:09:59:148,0.1796,-0.1844,-9.991,75,false
2024/02/12 19:09:59:314,0.261,-0.17,-10.0173,75,false
2024/02/12 19:09:59:472,0.2442,-0.1365,-9.9359,75,false
2024/02/12 19:09:59:631,0.2729,-0.2251,-9.9359,75,false
2024/02/12 19:09:59:792,0.2155,-0.1796,-9.9575,75,false
2024/02/12 19:09:59:950,0.1963,-0.0838,-9.9742,75,false
2024/02/12 19:10:00:111,0.2155,-0.1724,-9.9742,75,false
2024/02/12 19:10:00:270,0.2011,-0.1939,-9.9072,75,false
2024/02/12 19:10:00:430,0.2179,-0.1939,-9.9647,75,false
2024/02/12 19:10:00:590,0.2083,-0.1556,-9.9575,75,false
2024/02/12 19:10:00:751,0.2131,-0.1796,-9.9503,75,false
2024/02/12 19:10:00:910,0.249,-0.1748,-9.9216,75,false
2024/02/12 19:10:01:068,0.1939,-0.1939,-9.9647,75,false
2024/02/12 19:10:01:229,0.2322,-0.1796,-9.924,75,false
2024/02/12 19:10:01:388,0.1772,-0.1293,-10.0126,75,false
2024/02/12 19:10:01:548,0.182,-0.1317,-9.9575,75,false
2024/02/12 19:10:01:709,0.237,-0.1652,-9.9599,75,false
2024/02/12 19:10:01:867,0.1987,-0.1867,-9.9144,75,false
2024/02/12 19:10:02:027,0.1676,-0.1532,-9.9838,75,false
2024/02/12 19:10:02:188,0.1915,-0.249,-9.9072,75,false
2024/02/12 19:10:02:347,0.2298,-0.1891,-9.9288,75,false
2024/02/12 19:10:02:507,0.2107,-0.1269,-9.9575,75,false
2024/02/12 19:10:02:666,0.1724,-0.1939,-9.9383,75,false
2024/02/12 19:10:02:826,0.2394,-0.1939,-9.9527,75,false
2024/02/12 19:10:02:986,0.1867,-0.1484,-10.0006,75,false
2024/02/12 19:10:03:147,0.1891,-0.1867,-9.9455,75,false
2024/02/12 19:10:03:307,0.2107,-0.1772,-9.9623,75,false
2024/02/12 19:10:03:464,0.1987,-0.1676,-9.9383,75,false
2024/02/12 19:10:03:626,0.2298,-0.1532,-9.9264,75,false
2024/02/12 19:10:03:785,0.1915,-0.1867,-9.9599,75,false
2024/02/12 19:10:03:943,0.1915,-0.17,-9.9695,75,false
2024/02/12 19:10:04:105,0.2873,-0.2059,-9.9647,75,false
2024/02/12 19:10:04:264,0.2442,-0.1389,-9.9192,75,false
2024/02/12 19:10:04:422,0.2059,-0.1365,-9.9551,75,false
2024/02/12 19:10:04:584,0.2251,-0.1365,-9.9695,75,false
2024/02/12 19:10:04:743,0.2442,-0.1245,-9.9311,75,false
2024/02/12 19:10:04:903,0.1915,-0.1915,-9.9503,75,false
2024/02/12 19:10:05:063,0.2227,-0.2155,-9.9551,75,false
2024/02/12 19:10:05:222,0.1963,-0.2011,-9.9431,75,false
2024/02/12 19:10:05:383,0.2346,-0.1939,-9.9455,75,false
2024/02/12 19:10:05:542,0.249,-0.158,-9.924,75,false
2024/02/12 19:10:05:702,0.1939,-0.1413,-9.9766,75,false
2024/02/12 19:10:05:860,0.2059,-0.146,-9.9742,75,false
2024/02/12 19:10:06:021,0.1939,-0.1437,-9.9431,75,false
2024/02/12 19:10:06:180,0.2274,-0.1532,-10.0006,75,false
2024/02/12 19:10:06:340,0.2083,-0.1676,-9.9288,75,false
2024/02/12 19:10:06:501,0.1987,-0.1269,-9.9551,75,false
2024/02/12 19:10:06:659,0.2059,-0.2059,-9.9647,75,false
2024/02/12 19:10:06:819,0.1676,-0.1173,-9.9359,75,false
2024/02/12 19:10:06:980,0.2107,-0.1748,-9.9838,75,false
2024/02/12 19:10:07:138,0.1939,-0.1748,-10.0149,75,false
2024/02/12 19:10:07:298,0.1891,-0.1652,-9.9503,75,false
2024/02/12 19:10:07:453,0.2011,-0.1939,-9.9431,75,false
2024/02/12 19:10:07:617,0.2203,-0.103,-9.9766,75,false
2024/02/12 19:10:07:777,0.1915,-0.2634,-9.9599,75,false
2024/02/12 19:10:07:938,0.2322,-0.1676,-9.9671,75,false
2024/02/12 19:10:08:098,0.1772,-0.1604,-9.9455,75,false
2024/02/12 19:10:08:256,0.1867,-0.1341,-9.8809,75,false
2024/02/12 19:10:08:418,0.2322,-0.1939,-9.9814,75,false
2024/02/12 19:10:08:576,0.2131,-0.1532,-9.9359,75,false
2024/02/12 19:10:08:735,0.2227,-0.1197,-9.9719,75,false
2024/02/12 19:10:08:898,0.2227,-0.1532,-9.9311,75,false
2024/02/12 19:10:09:054,0.1939,-0.1173,-9.9311,75,false
2024/02/12 19:10:09:215,0.2538,-0.1317,-9.9144,75,false
2024/02/12 19:10:09:378,0.2131,-0.2227,-9.9503,75,false
2024/02/12 19:10:09:542,0.2442,-0.237,-9.9288,75,false
2024/02/12 19:10:09:695,0.1891,-0.1724,-9.9168,75,false
2024/02/12 19:10:09:855,0.1867,-0.1628,-9.9838,75,false
2024/02/12 19:10:10:015,0.2083,-0.1748,-9.9551,75,false
2024/02/12 19:10:10:173,0.237,-0.146,-9.9695,75,false
2024/02/12 19:10:10:334,0.1748,-0.1413,-9.9671,75,false
2024/02/12 19:10:10:494,0.1772,-0.2131,-9.9575,75,false
2024/02/12 19:10:10:653,0.2322,-0.2059,-9.9407,75,false
2024/02/12 19:10:10:814,0.2107,-0.2418,-9.9359,75,false
2024/02/12 19:10:10:973,0.2179,-0.1437,-9.9264,75,false
2024/02/12 19:10:11:131,0.1628,-0.2155,-9.9407,75,false
2024/02/12 19:10:11:294,0.1987,-0.158,-9.9551,75,false
2024/02/12 19:10:11:451,0.1867,-0.1987,-9.9216,75,false
2024/02/12 19:10:11:619,0.1796,-0.1604,-9.9742,75,false
2024/02/12 19:10:11:772,0.2466,-0.1437,-9.9719,75,false
2024/02/12 19:10:11:931,0.2203,-0.1413,-9.9503,75,false
2024/02/12 19:10:12:091,0.2873,-0.182,-9.9383,75,false
2024/02/12 19:10:12:252,0.2897,-0.1532,-10.0078,75,false
2024/02/12 19:10:12:411,0.2155,-0.2203,-10.0006,75,false
2024/02/12 19:10:12:569,0.2155,-0.17,-9.9551,75,false
2024/02/12 19:10:12:731,0.2274,-0.1724,-9.9455,75,false
2024/02/12 19:10:12:890,0.261,-0.2251,-9.9575,75,false
2024/02/12 19:10:13:049,0.1796,-0.1413,-9.9407,75,false
2024/02/12 19:10:13:209,0.2705,-0.1556,-9.9599,75,false
2024/02/12 19:10:13:369,0.1652,-0.1101,-9.9431,75,false
2024/02/12 19:10:13:529,0.2083,-0.158,-9.9335,75,false
2024/02/12 19:10:13:691,0.2107,-0.1676,-9.9024,75,false
2024/02/12 19:10:13:848,0.1748,-0.1484,-9.9575,75,false
2024/02/12 19:10:14:008,0.1724,-0.1413,-9.9814,75,false
2024/02/12 19:10:14:168,0.2274,-0.1484,-9.9719,75,false
2024/02/12 19:10:14:327,0.2107,-0.1963,-9.9431,75,false
2024/02/12 19:10:14:487,0.2274,-0.2251,-9.9335,75,false
2024/02/12 19:10:14:647,0.2442,-0.1149,-9.9934,75,false
2024/02/12 19:10:14:805,0.1844,-0.1484,-9.979,75,false
2024/02/12 19:10:14:966,0.1963,-0.1939,-9.9455,75,false
2024/02/12 19:10:15:127,0.1939,-0.158,-9.9623,75,false
2024/02/12 19:10:15:286,0.2203,-0.2107,-9.924,75,false
2024/02/12 19:10:15:444,0.17,-0.1796,-9.9862,75,false
2024/02/12 19:10:15:605,0.2298,-0.1748,-9.9623,75,false
2024/02/12 19:10:15:767,0.2322,-0.1508,-9.9192,75,false
2024/02/12 19:10:15:923,0.2083,-0.1772,-9.9479,75,false
2024/02/12 19:10:16:085,0.1676,-0.1413,-9.9551,75,false
2024/02/12 19:10:16:243,0.2394,-0.1796,-9.9527,75,false
2024/02/12 19:10:16:402,0.1748,-0.1556,-9.979,75,false
2024/02/12 19:10:16:563,0.2346,-0.1484,-9.9264,75,false
2024/02/12 19:10:16:722,0.3089,-0.1652,-9.9479,75,false
2024/02/12 19:10:16:883,0.1844,-0.1867,-9.9311,75,false
2024/02/12 19:10:17:043,0.2418,-0.2059,-9.9407,75,false
2024/02/12 19:10:17:201,0.2203,-0.1604,-9.9623,75,false
2024/02/12 19:10:17:361,0.2298,-0.182,-9.9862,75,false
2024/02/12 19:10:17:522,0.2634,-0.1413,-9.9575,75,false
2024/02/12 19:10:17:681,0.2729,-0.1891,-9.9838,75,false
2024/02/12 19:10:17:839,0.1891,-0.2346,-9.9048,75,false
2024/02/12 19:10:18:001,0.2227,-0.17,-9.9527,75,false
2024/02/12 19:10:18:160,0.2083,-0.1939,-9.9647,75,false
2024/02/12 19:10:18:319,0.2682,-0.1748,-9.9551,75,false
2024/02/12 19:10:18:481,0.2179,-0.1437,-9.979,75,false
2024/02/12 19:10:18:639,0.2394,-0.2179,-9.9072,75,false
2024/02/12 19:10:18:799,0.2346,-0.1221,-9.9311,75,false
2024/02/12 19:10:18:960,0.2538,-0.1915,-9.9383,75,false
2024/02/12 19:10:19:118,0.2203,-0.1844,-9.9599,75,false
2024/02/12 19:10:19:279,0.2203,-0.1652,-10.0078,75,false
2024/02/12 19:10:19:439,0.2251,-0.1269,-9.9264,75,false
2024/02/12 19:10:19:597,0.2418,-0.1245,-9.9144,75,false
2024/02/12 19:10:19:758,0.2322,-0.1844,-9.9623,75,false
2024/02/12 19:10:19:919,0.182,-0.1389,-9.9,75,false
2024/02/12 19:10:20:078,0.2179,-0.1197,-9.9168,75,false
2024/02/12 19:10:20:237,0.2346,-0.1772,-9.9288,75,false
2024/02/12 19:10:20:398,0.1844,-0.1628,-9.9647,75,false
2024/02/12 19:10:20:556,0.1628,-0.1796,-9.9359,75,false
2024/02/12 19:10:20:716,0.2442,-0.1772,-9.9288,75,false
2024/02/12 19:10:20:876,0.1604,-0.158,-9.9742,75,false
2024/02/12 19:10:21:036,0.1796,-0.1676,-9.9335,75,false
2024/02/12 19:10:21:195,0.2274,-0.1987,-9.9623,75,false
2024/02/12 19:10:21:357,0.1772,-0.1532,-9.9192,75,false
2024/02/12 19:10:21:515,0.2394,-0.1484,-9.9623,75,false
2024/02/12 19:10:21:676,0.2155,-0.2203,-9.9479,75,false
2024/02/12 19:10:21:836,0.2514,-0.1963,-9.9431,75,false
2024/02/12 19:10:21:995,0.2346,-0.146,-9.991,75,false
2024/02/12 19:10:22:155,0.2298,-0.1844,-9.9742,75,false
2024/02/12 19:10:22:316,0.2801,-0.1676,-9.9096,75,false
2024/02/12 19:10:22:475,0.2298,-0.1676,-9.9048,75,false
2024/02/12 19:10:22:634,0.2298,-0.1867,-9.9886,75,false
2024/02/12 19:10:22:795,0.2658,-0.1987,-9.9862,75,false
2024/02/12 19:10:22:955,0.1604,-0.1508,-9.9671,75,false
2024/02/12 19:10:23:113,0.2155,-0.1604,-9.9695,75,false
2024/02/12 19:10:23:275,0.1915,-0.1221,-9.9647,75,false
2024/02/12 19:10:23:433,0.2682,-0.1891,-9.9455,75,false
2024/02/12 19:10:23:592,0.2274,-0.2418,-9.924,75,false
2024/02/12 19:10:23:749,0.2107,-0.1963,-9.9814,75,false
2024/02/12 19:10:23:912,0.2801,-0.1772,-10.0102,75,false
2024/02/12 19:10:24:073,0.2083,-0.1963,-9.8952,75,false
2024/02/12 19:10:24:232,0.2634,-0.2179,-9.9216,75,false
2024/02/12 19:10:24:391,0.2825,-0.2274,-9.9335,75,false
2024/02/12 19:10:24:551,0.2634,-0.158,-9.9766,75,false
2024/02/12 19:10:24:712,0.1963,-0.2203,-9.8928,75,false
2024/02/12 19:10:24:871,0.1963,-0.1413,-9.9958,75,false
2024/02/12 19:10:25:031,0.3256,-0.1053,-9.9096,75,false
2024/02/12 19:10:25:192,0.2298,-0.1556,-9.9311,75,false
2024/02/12 19:10:25:350,0.3065,-0.1604,-9.9479,75,false
2024/02/12 19:10:25:510,0.2179,-0.2011,-9.8952,75,false
2024/02/12 19:10:25:671,0.2179,-0.2227,-9.9527,75,false
2024/02/12 19:10:25:829,0.2538,-0.1844,-9.9407,75,false
2024/02/12 19:10:25:990,0.2011,-0.1101,-9.9192,75,false
2024/02/12 19:10:26:150,0.2394,-0.2227,-9.9311,75,false
2024/02/12 19:10:26:309,0.261,-0.2035,-9.9383,75,false
2024/02/12 19:10:26:469,0.2514,-0.1891,-9.9527,75,false
2024/02/12 19:10:26:629,0.249,-0.1293,-9.9599,75,false
2024/02/12 19:10:26:787,0.2011,-0.1676,-9.9479,75,false
2024/02/12 19:10:26:947,0.2179,-0.2011,-9.9479,75,false
2024/02/12 19:10:27:110,0.2251,-0.1676,-9.9311,75,false
2024/02/12 19:10:27:268,0.182,-0.1987,-9.9096,75,false
2024/02/12 19:10:27:427,0.1891,-0.2011,-9.9431,75,false
2024/02/12 19:10:27:588,0.1867,-0.1053,-9.9264,75,false
2024/02/12 19:10:27:746,0.2011,-0.2274,-9.912,75,false
2024/02/12 19:10:27:906,0.2059,-0.2011,-9.9407,75,false
2024/02/12 19:10:28:067,0.2298,-0.1221,-9.9599,75,false
2024/02/12 19:10:28:226,0.2658,-0.1628,-9.9503,75,false
2024/02/12 19:10:28:386,0.3112,-0.2011,-9.9599,75,false
2024/02/12 19:10:28:546,0.2011,-0.1748,-9.991,75,false
2024/02/12 19:10:28:705,0.2011,-0.182,-9.9144,75,false
2024/02/12 19:10:28:865,0.1437,-0.1939,-9.9814,75,false
2024/02/12 19:10:29:025,0.237,-0.1724,-9.9766,75,false
2024/02/12 19:10:29:186,0.249,-0.2035,-9.9742,75,false
2024/02/12 19:10:29:344,0.2298,-0.1413,-9.9359,75,false
2024/02/12 19:10:29:504,0.1891,-0.1556,-9.9335,75,false
2024/02/12 19:10:29:664,0.2849,-0.1556,-9.9335,75,false
2024/02/12 19:10:29:823,0.1891,-0.2011,-9.9527,75,false
2024/02/12 19:10:29:984,0.2394,-0.2059,-9.9886,75,false
2024/02/12 19:10:30:142,0.2346,-0.1484,-9.9719,75,false
2024/02/12 19:10:30:302,0.2394,-0.1987,-9.924,75,false
2024/02/12 19:10:30:462,0.2251,-0.2011,-9.9671,75,false
2024/02/12 19:10:30:621,0.2107,-0.182,-9.8737,75,false
2024/02/12 19:10:30:782,0.1939,-0.2083,-9.9096,75,false
2024/02/12 19:10:30:942,0.2155,-0.1389,-9.9383,75,false
2024/02/12 19:10:31:101,0.2705,-0.182,-9.9192,75,false
2024/02/12 19:10:31:262,0.2298,-0.182,-9.9479,75,false
2024/02/12 19:10:31:421,0.237,-0.1963,-9.9671,75,false
2024/02/12 19:10:31:579,0.2274,-0.1221,-9.9503,75,false
2024/02/12 19:10:31:740,0.2155,-0.1748,-9.9,75,false
2024/02/12 19:10:31:900,0.2538,-0.1628,-9.9503,75,false
2024/02/12 19:10:32:059,0.1796,-0.1365,-9.9335,75,false
2024/02/12 19:10:32:219,0.2274,-0.1556,-9.9719,75,false
2024/02/12 19:10:32:379,0.2155,-0.2203,-9.924,75,false
2024/02/12 19:10:32:538,0.261,-0.1796,-9.9335,75,false
2024/02/12 19:10:32:698,0.2562,-0.1939,-9.9838,75,false
2024/02/12 19:10:32:859,0.2394,-0.1269,-9.9288,75,false
2024/02/12 19:10:33:016,0.182,-0.146,-9.9503,75,false
2024/02/12 19:10:33:177,0.2729,-0.2155,-9.9,75,false
2024/02/12 19:10:33:338,0.1125,-0.1293,-9.9575,75,false
2024/02/12 19:10:33:494,0.2298,-0.158,-9.9096,75,false
2024/02/12 19:10:33:656,0.2514,-0.1915,-9.9072,75,false
2024/02/12 19:10:33:818,0.2107,-0.1532,-9.9934,75,false
2024/02/12 19:10:33:976,0.1987,-0.1867,-9.9599,75,false
2024/02/12 19:10:34:136,0.1676,-0.1508,-9.9311,75,false
2024/02/12 19:10:34:296,0.1963,-0.1628,-9.9192,75,false
2024/02/12 19:10:34:453,0.2346,-0.1748,-9.9311,75,false
2024/02/12 19:10:34:615,0.2418,-0.1556,-9.9407,75,false
2024/02/12 19:10:34:776,0.2945,-0.2179,-9.9527,75,false
2024/02/12 19:10:34:934,0.2083,-0.2227,-9.9264,75,false
2024/02/12 19:10:35:095,0.2011,-0.1796,-9.8928,75,false
2024/02/12 19:10:35:256,0.2251,-0.182,-9.8904,75,false
2024/02/12 19:10:35:415,0.2179,-0.2179,-9.9838,75,false
2024/02/12 19:10:35:574,0.2274,-0.1125,-9.979,75,false
2024/02/12 19:10:35:735,0.2777,-0.1532,-9.9479,75,false
2024/02/12 19:10:35:892,0.2418,-0.158,-9.9551,75,false
2024/02/12 19:10:36:054,0.2346,-0.1341,-9.9407,75,false
2024/02/12 19:10:36:213,0.2011,-0.158,-10.0269,75,false
2024/02/12 19:10:36:372,0.2897,-0.1556,-9.9982,75,false
2024/02/12 19:10:36:533,0.2011,-0.2059,-9.9,75,false
2024/02/12 19:10:36:692,0.237,-0.1796,-9.9575,75,false
2024/02/12 19:10:36:852,0.1987,-0.2107,-9.9144,75,false
2024/02/12 19:10:37:011,0.2179,-0.1221,-9.9886,75,false
2024/02/12 19:10:37:171,0.2203,-0.1987,-9.9383,75,false
2024/02/12 19:10:37:330,0.2298,-0.1748,-9.9766,75,false
2024/02/12 19:10:37:490,0.2059,-0.17,-9.979,75,false
2024/02/12 19:10:37:652,0.2179,-0.146,-9.9623,75,false
2024/02/12 19:10:37:810,0.2155,-0.1748,-9.991,75,false
2024/02/12 19:10:37:970,0.2035,-0.1652,-9.9766,75,false
2024/02/12 19:10:38:130,0.2083,-0.1413,-9.9407,75,false
2024/02/12 19:10:38:283,0.1939,-0.1676,-9.9671,75,false
2024/02/12 19:10:38:449,0.2346,-0.1508,-9.9862,75,false
2024/02/12 19:10:38:610,0.2322,-0.1437,-9.9503,75,false
2024/02/12 19:10:38:767,0.2203,-0.2059,-9.924,75,false
2024/02/12 19:10:38:927,0.1987,-0.1772,-9.9623,75,false
2024/02/12 19:10:39:087,0.1844,-0.2059,-9.924,75,false
2024/02/12 19:10:39:247,0.1772,-0.2035,-9.8928,75,false
2024/02/12 19:10:39:407,0.2322,-0.1724,-9.9647,75,false
2024/02/12 19:10:39:568,0.2825,-0.1006,-9.9982,75,false
2024/02/12 19:10:39:726,0.2634,-0.1532,-9.9719,75,false
2024/02/12 19:10:39:886,0.1484,-0.1724,-9.9527,75,false
2024/02/12 19:10:40:047,0.182,-0.1269,-9.9599,75,false
2024/02/12 19:10:40:205,0.249,-0.182,-9.9766,75,false
2024/02/12 19:10:40:365,0.237,-0.1772,-9.9479,75,false
2024/02/12 19:10:40:526,0.1963,-0.1724,-9.9455,75,false
2024/02/12 19:10:40:684,0.2346,-0.1844,-10.0126,75,false
2024/02/12 19:10:40:845,0.2274,-0.158,-9.9479,75,false
2024/02/12 19:10:41:005,0.2035,-0.2155,-9.9719,75,false
2024/02/12 19:10:41:163,0.1867,-0.1389,-9.9264,75,false
2024/02/12 19:10:41:323,0.1891,-0.1915,-9.9264,75,false
2024/02/12 19:10:41:483,0.2251,-0.1987,-9.9814,75,false
2024/02/12 19:10:41:642,0.2322,-0.17,-9.9096,75,false
2024/02/12 19:10:41:802,0.1987,-0.158,-9.9335,75,false
2024/02/12 19:10:41:962,0.1724,-0.1125,-9.9527,75,false
2024/02/12 19:10:42:122,0.1867,-0.17,-9.8928,75,false
2024/02/12 19:10:42:281,0.1844,-0.1844,-9.9575,75,false
2024/02/12 19:10:42:442,0.2322,-0.1508,-9.9551,75,false
2024/02/12 19:10:42:600,0.2418,-0.1532,-9.9527,75,false
2024/02/12 19:10:42:757,0.2322,-0.1532,-9.9742,75,false
2024/02/12 19:10:42:921,0.2011,-0.1556,-9.9527,75,false
2024/02/12 19:10:43:079,0.249,-0.1125,-9.9503,75,false
2024/02/12 19:10:43:240,0.1987,-0.2346,-9.991,75,false
2024/02/12 19:10:43:399,0.249,-0.1413,-9.9575,75,false
2024/02/12 19:10:43:558,0.2083,-0.1891,-9.9311,75,false
2024/02/12 19:10:43:719,0.2586,-0.1652,-9.9671,75,false
2024/02/12 19:10:43:878,0.1652,-0.1939,-9.9455,75,false
2024/02/12 19:10:44:038,0.1724,-0.2274,-9.9527,75,false
2024/02/12 19:10:44:196,0.182,-0.1796,-9.9575,75,false
2024/02/12 19:10:44:357,0.2035,-0.1676,-9.9671,75,false
2024/02/12 19:10:44:516,0.2705,-0.17,-9.9264,75,false
2024/02/12 19:10:44:675,0.3089,-0.2107,-9.924,75,false
2024/02/12 19:10:44:838,0.2011,-0.1844,-9.8881,75,false
2024/02/12 19:10:44:995,0.2155,-0.2155,-9.9647,75,false
2024/02/12 19:10:45:155,0.2227,-0.2131,-9.9407,75,false
2024/02/12 19:10:45:316,0.1844,-0.1963,-9.9335,75,false
2024/02/12 19:10:45:474,0.2801,-0.1772,-9.9216,75,false
2024/02/12 19:10:45:635,0.2131,-0.1652,-9.9311,75,false
2024/02/12 19:10:45:796,0.1772,-0.1724,-9.9503,75,false
2024/02/12 19:10:45:953,0.2203,-0.1652,-9.912,75,false
2024/02/12 19:10:46:114,0.2251,-0.1652,-9.9096,75,false
2024/02/12 19:10:46:273,0.2538,-0.1844,-9.9599,75,false
2024/02/12 19:10:46:432,0.2322,-0.1796,-9.9503,75,false
2024/02/12 19:10:46:592,0.2801,-0.1796,-9.9742,75,false
2024/02/12 19:10:46:753,0.2011,-0.2011,-9.979,75,false
2024/02/12 19:10:46:911,0.2155,-0.1772,-9.9431,75,false
2024/02/12 19:10:47:072,0.3041,-0.2155,-9.9407,75,false
2024/02/12 19:10:47:233,0.2394,-0.1604,-9.9,75,false
2024/02/12 19:10:47:391,0.1676,-0.1389,-9.9742,75,false
2024/02/12 19:10:47:551,0.249,-0.182,-9.9958,75,false
2024/02/12 19:10:47:711,0.1676,-0.1365,-9.9407,75,false
2024/02/12 19:10:47:871,0.249,-0.1437,-9.9431,75,false
2024/02/12 19:10:48:031,0.2083,-0.146,-9.9335,75,false
2024/02/12 19:10:48:190,0.1724,-0.158,-9.9671,75,false
2024/02/12 19:10:48:350,0.1772,-0.158,-9.8928,75,false
2024/02/12 19:10:48:508,0.1891,-0.2011,-9.9407,75,false
2024/02/12 19:10:48:670,0.2059,-0.1413,-9.9719,75,false
2024/02/12 19:10:48:828,0.1844,-0.1365,-9.9144,75,false
2024/02/12 19:10:48:988,0.1963,-0.1532,-9.9551,75,false
2024/02/12 19:10:49:148,0.2059,-0.103,-9.991,75,false
2024/02/12 19:10:49:307,0.2155,-0.1437,-9.9575,75,false
